net,length_um
net2272,5.35µm
net2814,5.35µm
m._083_,5.34µm
m.sram_req_conv1\[14\],5.34µm
m.u_conv2._0576_,5.34µm
m.u_conv2._1384_,5.34µm
m.u_conv2.u_loader._175_,5.34µm
m.u_conv2.u_loader._285_,5.34µm
m.u_conv2.u_loader._445_,5.34µm
m.u_conv2.u_weights._087_,5.34µm
m.u_conv2.u_weights._133_,5.34µm
m.u_conv2.u_weights._277_,5.34µm
m.u_conv2.u_weights._377_,5.34µm
m.u_conv3._087_,5.34µm
m.u_conv3._161_,5.34µm
m.u_conv3.u_weights._00185_,5.34µm
m.u_conv3.u_weights._00401_,5.34µm
m.u_conv3.u_weights._00621_,5.34µm
m.u_conv3.u_weights._00696_,5.34µm
m.u_conv3.u_weights._00825_,5.34µm
m.u_conv3.u_weights._00920_,5.34µm
m.u_conv3.u_weights._00953_,5.34µm
m.u_conv3.u_weights._01051_,5.34µm
m.u_conv3.u_weights._01211_,5.34µm
m.u_conv3.u_weights._01533_,5.34µm
m.u_conv3.u_weights._01850_,5.34µm
m.u_conv3.u_weights._02402_,5.34µm
m.u_conv3.u_weights._02891_,5.34µm
m.u_conv3.u_weights._03255_,5.34µm
m.u_conv3.u_weights._03356_,5.34µm
m.u_conv3.u_weights._03536_,5.34µm
m.u_conv3.u_weights._03617_,5.34µm
m.u_conv3.u_weights._03624_,5.34µm
m.u_conv3.u_weights._04152_,5.34µm
m.u_conv3.u_weights._04241_,5.34µm
m.u_conv3.u_weights._04439_,5.34µm
m.u_conv3.u_weights._04948_,5.34µm
m.u_conv3.u_weights._05196_,5.34µm
m.u_conv3.u_weights._05694_,5.34µm
m.u_conv3.u_weights._06491_,5.34µm
m.u_conv3.u_weights._06853_,5.34µm
m.u_conv3.u_weights._07231_,5.34µm
m.u_conv3.u_weights._07643_,5.34µm
m.u_conv3.u_weights._07655_,5.34µm
m.u_conv3.u_weights._07850_,5.34µm
m.u_conv3.u_weights._07943_,5.34µm
m.u_conv3.u_weights._08748_,5.34µm
m.u_conv3.u_weights._08759_,5.34µm
m.u_conv3.u_weights._09095_,5.34µm
m.u_conv3.u_weights._09097_,5.34µm
m.u_conv3.u_weights._09514_,5.34µm
m.u_conv3.u_weights._09818_,5.34µm
m.u_conv3.u_weights._10920_,5.34µm
m.u_conv3.u_weights._11703_,5.34µm
m.u_conv3.u_weights._12170_,5.34µm
m.u_conv3.u_weights._12471_,5.34µm
m.u_conv3.u_weights._12734_,5.34µm
m.u_conv3.u_weights._13088_,5.34µm
m.u_conv3.u_weights._13325_,5.34µm
m.u_conv3.u_weights._13786_,5.34µm
m.u_conv3.u_weights._13964_,5.34µm
m.u_conv3.u_weights._14089_,5.34µm
m.u_conv3.u_weights._14235_,5.34µm
m.u_conv3.u_weights._15264_,5.34µm
m.u_conv3.u_weights._15426_,5.34µm
m.u_conv3.u_weights._15559_,5.34µm
m.u_conv3.u_weights._15634_,5.34µm
m.u_pool1._120_,5.34µm
m.u_pool2._131_,5.34µm
m.u_tree._0084_,5.34µm
m.u_tree._0166_,5.34µm
m.u_tree._0268_,5.34µm
m.u_tree._0722_,5.34µm
m.u_tree._0788_,5.34µm
m.u_tree._1337_,5.34µm
net7,5.34µm
net2836,5.34µm
m.u_conv3._035_,5.335µm
m.u_conv2.u_loader._384_,5.33µm
m.u_conv3.u_weights._04933_,5.325µm
net2168,5.325µm
m.u_conv3.u_weights._01787_,5.31µm
m.u_conv3.u_weights._06595_,5.31µm
m.u_conv3.u_weights._07570_,5.3µm
m.u_pool1._004_,5.3µm
m.u_tree._1405_,5.3µm
m.u_conv2.u_loader._436_,5.295µm
m.sram_req_mnist\[22\],5.29µm
m.u_conv2._1086_,5.29µm
net2121,5.29µm
m.u_conv2.u_weights._113_,5.29µm
m.u_conv3.u_weights._00344_,5.29µm
m.u_conv3.u_weights._00574_,5.29µm
m.u_conv3.u_weights._01650_,5.29µm
m.u_conv3.u_weights._01681_,5.29µm
m.u_conv3.u_weights._03952_,5.29µm
m.u_conv3.u_weights._04694_,5.29µm
m.u_conv3.u_weights._05137_,5.29µm
m.u_conv3.u_weights._05489_,5.29µm
m.u_conv3.u_weights._06665_,5.29µm
m.u_conv3.u_weights._07033_,5.29µm
m.u_conv3.u_weights._07208_,5.29µm
m.u_conv3.u_weights._09623_,5.29µm
m.u_conv3.u_weights._09683_,5.29µm
m.u_conv3.u_weights._09686_,5.29µm
m.u_conv3.u_weights._10012_,5.29µm
m.u_conv3.u_weights._10593_,5.29µm
m.u_conv3.u_weights._10686_,5.29µm
m.u_conv3.u_weights._10863_,5.29µm
m.u_conv3.u_weights._11616_,5.29µm
m.u_conv3.u_weights._11982_,5.29µm
m.u_conv3.u_weights._13083_,5.29µm
m.u_conv3.u_weights._13738_,5.29µm
m.u_conv3.u_weights._13873_,5.29µm
m.u_conv3.u_weights._14204_,5.29µm
m.u_conv3.u_weights._15179_,5.29µm
m.u_conv3.u_weights._15624_,5.29µm
m.u_tree._0109_,5.29µm
net1882,5.29µm
m.u_conv3.u_weights._07829_,5.285µm
m._072_,5.28µm
m._094_,5.28µm
m.u_conv1._011_,5.28µm
m.u_conv1.u_loader._082_,5.28µm
m.u_conv1.u_loader._367_,5.28µm
m.u_conv3._167_,5.28µm
m.u_conv3.u_weights._00047_,5.28µm
m.u_conv3.u_weights._00318_,5.28µm
m.u_conv3.u_weights._00562_,5.28µm
m.u_conv3.u_weights._01364_,5.28µm
m.u_conv3.u_weights._02137_,5.28µm
m.u_conv3.u_weights._02991_,5.28µm
m.u_conv3.u_weights._03662_,5.28µm
m.u_conv3.u_weights._03715_,5.28µm
m.u_conv3.u_weights._04078_,5.28µm
m.u_conv3.u_weights._05748_,5.28µm
m.u_conv3.u_weights._07601_,5.28µm
m.u_conv3.u_weights._08373_,5.28µm
m.u_conv3.u_weights._08943_,5.28µm
m.u_conv3.u_weights._09038_,5.28µm
m.u_conv3.u_weights._10425_,5.28µm
m.u_conv3.u_weights._10702_,5.28µm
m.u_conv3.u_weights._10956_,5.28µm
m.u_conv3.u_weights._12477_,5.28µm
m.u_conv3.u_weights._12610_,5.28µm
m.u_conv3.u_weights._14839_,5.28µm
m.u_conv3.u_weights._14966_,5.28µm
m.u_mnist_loader._20_,5.28µm
m.u_tree._1273_,5.28µm
m.u_conv3.u_weights._12979_,5.275µm
m.u_tree._0750_,5.275µm
m.sram_req_conv2\[9\],5.26µm
m.u_conv3.u_weights._06554_,5.26µm
m.u_conv3._120_,5.255µm
m.u_tree._1193_,5.255µm
m.u_conv3._027_,5.25µm
m.u_conv3.u_weights._06020_,5.25µm
m.u_conv3.u_weights._01592_,5.245µm
m.u_conv1._028_,5.23µm
m.u_conv1._125_,5.23µm
m.u_conv1._141_,5.23µm
m.u_conv1.conv_out0\[1\],5.23µm
m.u_conv1.conv_out2\[0\],5.23µm
m.u_conv1.u_loader._353_,5.23µm
m.u_conv1.u_weights._170_,5.23µm
m.u_conv2._0523_,5.23µm
m.u_conv2._1211_,5.23µm
m.u_conv2._1305_,5.23µm
m.u_conv2._1394_,5.23µm
m.u_conv2._1539_,5.23µm
m.u_conv2.sram_req_load\[20\],5.23µm
m.u_conv2.u_weights._271_,5.23µm
m.u_conv3.u_weights._00038_,5.23µm
m.u_conv3.u_weights._00521_,5.23µm
m.u_conv3.u_weights._00949_,5.23µm
m.u_conv3.u_weights._01245_,5.23µm
m.u_conv3.u_weights._02034_,5.23µm
m.u_conv3.u_weights._02202_,5.23µm
m.u_conv3.u_weights._02333_,5.23µm
m.u_conv3.u_weights._02770_,5.23µm
m.u_conv3.u_weights._03652_,5.23µm
m.u_conv3.u_weights._04932_,5.23µm
m.u_conv3.u_weights._05096_,5.23µm
m.u_conv3.u_weights._05344_,5.23µm
m.u_conv3.u_weights._05360_,5.23µm
m.u_conv3.u_weights._05537_,5.23µm
m.u_conv3.u_weights._05915_,5.23µm
m.u_conv3.u_weights._06143_,5.23µm
m.u_conv3.u_weights._06432_,5.23µm
m.u_conv3.u_weights._07514_,5.23µm
m.u_conv3.u_weights._08656_,5.23µm
m.u_conv3.u_weights._09748_,5.23µm
m.u_conv3.u_weights._09798_,5.23µm
m.u_conv3.u_weights._10693_,5.23µm
m.u_conv3.u_weights._10791_,5.23µm
m.u_conv3.u_weights._11189_,5.23µm
m.u_conv3.u_weights._12074_,5.23µm
m.u_conv3.u_weights._12120_,5.23µm
m.u_conv3.u_weights._12237_,5.23µm
m.u_conv3.u_weights._13330_,5.23µm
m.u_conv3.u_weights._13386_,5.23µm
m.u_conv3.u_weights._13671_,5.23µm
m.u_conv3.u_weights._14308_,5.23µm
m.u_conv3.u_weights._15126_,5.23µm
m.u_tree._0353_,5.23µm
m.u_tree._1457_,5.23µm
m._041_,5.22µm
m.u_conv1._169_,5.22µm
m.u_conv2.acc\[34\]\[4\],5.22µm
m.u_conv2.u_loader._377_,5.22µm
m.u_conv2.u_weights._323_,5.22µm
m.u_conv3._025_,5.22µm
m.u_conv3._241_,5.22µm
m.u_conv3.u_weights._00484_,5.22µm
m.u_conv3.u_weights._00784_,5.22µm
m.u_conv3.u_weights._01306_,5.22µm
m.u_conv3.u_weights._02115_,5.22µm
m.u_conv3.u_weights._02119_,5.22µm
m.u_conv3.u_weights._02404_,5.22µm
m.u_conv3.u_weights._05009_,5.22µm
m.u_conv3.u_weights._09684_,5.22µm
m.u_conv3.u_weights._10128_,5.22µm
m.u_conv3.u_weights._10263_,5.22µm
m.u_conv3.u_weights._10639_,5.22µm
m.u_conv3.u_weights._11196_,5.22µm
m.u_conv3.u_weights._11895_,5.22µm
m.u_conv3.u_weights._14988_,5.22µm
m.u_pool1._010_,5.22µm
m.u_pool1._092_,5.22µm
m.u_pool2._020_,5.22µm
m.u_tree._0481_,5.22µm
net2812,5.215µm
m.u_conv3.u_weights._01549_,5.205µm
m.u_conv3.u_weights._01150_,5.19µm
m.u_conv1.u_loader._018_,5.18µm
m.u_conv2.u_weights._044_,5.18µm
m.u_conv3.u_weights._00522_,5.18µm
m.u_conv3.u_weights._03542_,5.18µm
m.u_conv3.u_weights._04133_,5.18µm
m.u_conv3.u_weights._04427_,5.18µm
m.u_conv3.u_weights._10726_,5.18µm
m.u_conv3.u_weights._11106_,5.18µm
m.u_conv3.u_weights._13699_,5.18µm
m.u_conv3.u_weights._14368_,5.18µm
m.u_conv3.u_weights._03763_,5.17µm
m.u_conv3.u_weights._04262_,5.17µm
m.u_conv3.u_weights._10656_,5.17µm
m.u_conv3.u_weights._14364_,5.17µm
m.u_tree._0267_,5.17µm
m.u_conv1._023_,5.16µm
m.u_conv1._035_,5.16µm
m.u_conv1._105_,5.16µm
m.u_conv1._202_,5.16µm
m.u_conv1.u_loader._025_,5.16µm
m.u_conv1.u_weights._160_,5.16µm
m.u_conv2._0068_,5.16µm
m.u_conv2._0093_,5.16µm
m.u_conv2._0161_,5.16µm
m.u_conv2._0177_,5.16µm
m.u_conv2._0181_,5.16µm
m.u_conv2._0294_,5.16µm
m.u_conv2._0469_,5.16µm
m.u_conv2._0472_,5.16µm
m.u_conv2._0482_,5.16µm
m.u_conv2._0846_,5.16µm
net2187,5.16µm
m.u_conv2.acc\[0\]\[1\],5.16µm
m.u_conv2.acc\[19\]\[1\],5.16µm
m.u_conv2.acc\[22\]\[1\],5.16µm
m.u_conv2.acc\[2\]\[3\],5.16µm
m.u_conv2.acc\[30\]\[3\],5.16µm
m.u_conv2.acc\[41\]\[6\],5.16µm
m.u_conv2.acc\[42\]\[2\],5.16µm
m.u_conv2.acc\[57\]\[6\],5.16µm
net2218,5.16µm
m.u_conv2.sram_req_load\[19\],5.16µm
m.u_conv2.sram_req_load\[21\],5.16µm
m.u_conv2.u_loader._263_,5.16µm
m.u_conv2.u_loader._332_,5.16µm
m.u_conv2.u_weights._198_,5.16µm
m.u_conv3.u_weights._01513_,5.16µm
m.u_conv3.u_weights._01966_,5.16µm
m.u_conv3.u_weights._01976_,5.16µm
m.u_conv3.u_weights._03262_,5.16µm
m.u_conv3.u_weights._03316_,5.16µm
m.u_conv3.u_weights._03641_,5.16µm
m.u_conv3.u_weights._03740_,5.16µm
m.u_conv3.u_weights._04204_,5.16µm
m.u_conv3.u_weights._05404_,5.16µm
m.u_conv3.u_weights._05835_,5.16µm
m.u_conv3.u_weights._06200_,5.16µm
m.u_conv3.u_weights._06436_,5.16µm
m.u_conv3.u_weights._07795_,5.16µm
m.u_conv3.u_weights._08005_,5.16µm
m.u_conv3.u_weights._09379_,5.16µm
m.u_conv3.u_weights._09460_,5.16µm
m.u_conv3.u_weights._12626_,5.16µm
m.u_conv3.u_weights._12650_,5.16µm
m.u_conv3.u_weights._12806_,5.16µm
m.u_conv3.u_weights._13028_,5.16µm
m.u_conv3.u_weights._13133_,5.16µm
m.u_conv3.u_weights._13494_,5.16µm
m.u_conv3.u_weights._13696_,5.16µm
m.u_conv3.u_weights._14014_,5.16µm
m.u_conv3.u_weights._14729_,5.16µm
m.u_pool1._023_,5.16µm
m.u_pool1._027_,5.16µm
m.u_pool2._140_,5.16µm
m.u_pool2.bot_byte_reg\[6\],5.16µm
m.u_tree._1174_,5.16µm
net2025,5.16µm
net2203,5.16µm
m.u_conv1._016_,5.155µm
m.u_conv1.u_loader._375_,5.155µm
m.u_conv2._0946_,5.155µm
m.u_conv2._1147_,5.155µm
m.u_conv2._1155_,5.155µm
m.u_conv2._1196_,5.155µm
m.u_conv3.u_weights._00997_,5.155µm
m.u_conv3.u_weights._02118_,5.155µm
m.u_conv3.u_weights._02635_,5.155µm
m.u_conv3.u_weights._03412_,5.155µm
m.u_conv3.u_weights._04740_,5.155µm
m.u_conv3.u_weights._05842_,5.155µm
m.u_conv3.u_weights._08658_,5.155µm
m.u_conv3.u_weights._08675_,5.155µm
m.u_conv3.u_weights._08738_,5.155µm
m.u_conv3.u_weights._09341_,5.155µm
m.u_conv3.u_weights._13666_,5.155µm
m.u_conv3.u_weights._13945_,5.155µm
m.u_conv3.u_weights._15135_,5.155µm
m.u_tree._0212_,5.155µm
m.u_tree._0624_,5.155µm
net2682,5.155µm
m.u_conv2.u_weights._261_,5.14µm
m.u_conv2.u_weights._331_,5.14µm
m.u_conv3.u_weights._01874_,5.14µm
m.u_conv3.u_weights._04778_,5.13µm
m.u_conv3.u_weights._05781_,5.13µm
m.u_conv3.u_weights._06901_,5.13µm
m.u_conv3.u_weights._10730_,5.13µm
m.u_conv3.u_weights._12625_,5.13µm
m.u_pool2._025_,5.13µm
m.u_conv2.u_loader._145_,5.12µm
m.u_conv2._1345_,5.11µm
m.u_conv3.u_weights._00322_,5.11µm
m.u_conv3.u_weights._03319_,5.11µm
m.u_conv3.u_weights._12874_,5.105µm
m.u_conv2.u_loader._154_,5.1µm
m.u_conv2.u_loader._169_,5.1µm
m.u_conv3.u_weights._00531_,5.1µm
m.u_conv3.u_weights._01310_,5.1µm
m.u_conv3.u_weights._01774_,5.1µm
m.u_conv3.u_weights._03027_,5.1µm
m.u_tree._0774_,5.1µm
m.u_conv2.u_weights._371_,5.095µm
m.u_conv3.u_weights._14326_,5.095µm
m.u_conv2.u_weights._347_,5.085µm
m.u_conv3.u_weights._02606_,5.085µm
m.u_conv1._069_,5.07µm
m.u_conv2._1417_,5.065µm
m.u_conv2._1519_,5.065µm
m.u_conv1._052_,5.06µm
m.u_conv1._113_,5.06µm
m.u_conv1._123_,5.06µm
m.u_conv1.u_loader._328_,5.06µm
m.u_conv2._0169_,5.06µm
m.u_conv2._0233_,5.06µm
m.u_conv2._0346_,5.06µm
m.u_conv2._0673_,5.06µm
m.u_conv2._1077_,5.06µm
m.u_conv2._1156_,5.06µm
m.u_conv2._1171_,5.06µm
m.u_conv2._1183_,5.06µm
m.u_conv2._1229_,5.06µm
m.u_conv2._1253_,5.06µm
m.u_conv2._1254_,5.06µm
m.u_conv2._1316_,5.06µm
m.u_conv2._1340_,5.06µm
m.u_conv2._1397_,5.06µm
m.u_conv2._1412_,5.06µm
m.u_conv2._1457_,5.06µm
m.u_conv2.acc\[36\]\[0\],5.06µm
m.u_conv3._061_,5.06µm
m.u_conv3._184_,5.06µm
m.u_conv3._243_,5.06µm
m.u_conv3._247_,5.06µm
m.u_conv3._249_,5.06µm
m.u_conv3.u_weights._00006_,5.06µm
m.u_conv3.u_weights._00981_,5.06µm
m.u_conv3.u_weights._05949_,5.06µm
m.u_conv3.u_weights._08810_,5.06µm
m.u_conv3.u_weights._12052_,5.06µm
m.u_conv3.u_weights._15532_,5.06µm
m.u_pool2._163_,5.06µm
m.u_tree._0404_,5.06µm
m.u_tree._0941_,5.06µm
m.u_tree._1361_,5.06µm
net2312,5.06µm
net2566,5.06µm
net2670,5.06µm
net2725,5.06µm
net2728,5.06µm
net2739,5.06µm
net2748,5.06µm
net2750,5.06µm
net2754,5.06µm
net2768,5.06µm
net2770,5.06µm
net2782,5.06µm
net2783,5.06µm
m._019_,5.05µm
m._067_,5.05µm
m._091_,5.05µm
m._119_,5.05µm
net2160,5.05µm
m.u_conv1.u_loader._107_,5.05µm
m.u_conv1.u_loader._252_,5.05µm
m.u_conv1.u_loader._254_,5.05µm
m.u_conv1.u_weights._050_,5.05µm
m.u_conv2._0607_,5.05µm
net2123,5.05µm
m.u_conv2.u_loader._375_,5.05µm
m.u_conv2.u_weights._396_,5.05µm
m.u_conv3.u_weights._02121_,5.05µm
m.u_conv3.u_weights._02633_,5.05µm
m.u_conv3.u_weights._02729_,5.05µm
m.u_conv3.u_weights._03341_,5.05µm
m.u_conv3.u_weights._03434_,5.05µm
m.u_conv3.u_weights._04261_,5.05µm
m.u_conv3.u_weights._04540_,5.05µm
m.u_conv3.u_weights._04951_,5.05µm
m.u_conv3.u_weights._04987_,5.05µm
m.u_conv3.u_weights._05047_,5.05µm
m.u_conv3.u_weights._05901_,5.05µm
m.u_conv3.u_weights._07368_,5.05µm
m.u_conv3.u_weights._07719_,5.05µm
m.u_conv3.u_weights._07926_,5.05µm
m.u_conv3.u_weights._09971_,5.05µm
m.u_conv3.u_weights._11054_,5.05µm
m.u_conv3.u_weights._11191_,5.05µm
m.u_conv3.u_weights._12209_,5.05µm
m.u_conv3.u_weights._12431_,5.05µm
m.u_conv3.u_weights._13302_,5.05µm
m.u_conv3.u_weights._13411_,5.05µm
m.u_conv3.u_weights._14132_,5.05µm
m.u_conv3.u_weights._14718_,5.05µm
m.u_tree._0061_,5.05µm
m.u_tree._0138_,5.05µm
net2021,5.05µm
net2097,5.05µm
m.u_conv3._081_,5.045µm
m.u_conv3.u_weights._01672_,5.045µm
m.u_conv3.u_weights._13923_,5.045µm
net1992,5.04µm
m.u_conv2.u_weights._129_,5.04µm
m.u_conv3.u_weights._07560_,5.04µm
m.u_conv3.u_weights._09560_,5.04µm
m.u_tree._0668_,5.04µm
net1891,5.04µm
net1894,5.04µm
net2102,5.04µm
m.u_conv3._093_,5.025µm
m.u_conv1._172_,5.02µm
m.u_conv3.u_weights._14608_,5.02µm
m.u_conv3.u_weights._09433_,5.01µm
m.u_conv3.u_weights._13047_,5.005µm
net2740,5.005µm
m.sram_req_conv1\[9\],5µm
m.u_conv2._1091_,5µm
m.u_conv2._1214_,5µm
m.u_conv2._1359_,5µm
m.u_conv3.u_weights._08157_,5µm
m.u_tree._1407_,5µm
m.u_conv2._0998_,4.99µm
m.u_conv2._1000_,4.99µm
m.u_conv2._1060_,4.99µm
m.u_conv2.u_weights._155_,4.99µm
m.u_conv3.u_weights._00603_,4.99µm
m.u_conv3.u_weights._03111_,4.99µm
m.u_conv3.u_weights._03948_,4.99µm
m.u_conv3.u_weights._07283_,4.99µm
m.u_conv3.u_weights._09221_,4.99µm
m.u_conv3.u_weights._01184_,4.985µm
m.u_conv1.u_loader._017_,4.98µm
m.u_conv1.u_loader._154_,4.98µm
m.u_conv1.u_loader._205_,4.98µm
m.u_conv2._0056_,4.98µm
m.u_conv2._0132_,4.98µm
m.u_conv2._0172_,4.98µm
m.u_conv2._0207_,4.98µm
m.u_conv2._0240_,4.98µm
m.u_conv2._0257_,4.98µm
m.u_conv2._0357_,4.98µm
m.u_conv2._0626_,4.98µm
m.u_conv2._1484_,4.98µm
m.u_conv3._070_,4.98µm
m.u_conv3.u_weights._07453_,4.98µm
m.u_conv3.u_weights._12868_,4.98µm
m.u_conv3.u_weights._14482_,4.98µm
m.u_tree._1439_,4.98µm
m.u_conv3.u_weights._01753_,4.965µm
m.u_conv3.u_weights._04497_,4.965µm
m.u_conv3.u_weights._07740_,4.965µm
m.u_conv3.u_weights._11393_,4.965µm
m.u_conv1.u_loader._313_,4.96µm
m.u_conv3.u_weights._01738_,4.96µm
m.u_conv3.u_weights._05508_,4.96µm
m.u_conv2._0384_,4.95µm
m.u_conv2._0474_,4.95µm
m.u_conv3.u_weights._05559_,4.94µm
m.u_conv3.u_weights._07301_,4.94µm
m.u_conv3.u_weights._12520_,4.94µm
m.u_conv3.u_weights._00489_,4.93µm
m.u_conv3.u_weights._00504_,4.93µm
m.u_conv1._186_,4.92µm
m.u_conv1.u_loader._309_,4.92µm
m.u_conv1.u_loader._386_,4.92µm
m.u_conv1.u_loader._409_,4.92µm
m.u_conv2._0920_,4.92µm
m.u_conv2._1136_,4.92µm
m.u_conv2._1494_,4.92µm
m.u_conv2._1522_,4.92µm
m.u_conv2.u_loader._168_,4.92µm
m.u_conv3._078_,4.92µm
m.u_conv3._237_,4.92µm
m.u_conv3.u_weights._00314_,4.92µm
m.u_conv3.u_weights._00352_,4.92µm
m.u_conv3.u_weights._00361_,4.92µm
m.u_conv3.u_weights._00634_,4.92µm
m.u_conv3.u_weights._01298_,4.92µm
m.u_conv3.u_weights._01333_,4.92µm
m.u_conv3.u_weights._01417_,4.92µm
m.u_conv3.u_weights._01830_,4.92µm
m.u_conv3.u_weights._02335_,4.92µm
m.u_conv3.u_weights._03731_,4.92µm
m.u_conv3.u_weights._04446_,4.92µm
m.u_conv3.u_weights._04746_,4.92µm
m.u_conv3.u_weights._04835_,4.92µm
m.u_conv3.u_weights._05440_,4.92µm
m.u_conv3.u_weights._06047_,4.92µm
m.u_conv3.u_weights._06071_,4.92µm
m.u_conv3.u_weights._06357_,4.92µm
m.u_conv3.u_weights._07812_,4.92µm
m.u_conv3.u_weights._07983_,4.92µm
m.u_conv3.u_weights._08224_,4.92µm
m.u_conv3.u_weights._09322_,4.92µm
m.u_conv3.u_weights._09359_,4.92µm
m.u_conv3.u_weights._10199_,4.92µm
m.u_conv3.u_weights._10391_,4.92µm
m.u_conv3.u_weights._10990_,4.92µm
m.u_conv3.u_weights._11181_,4.92µm
m.u_conv3.u_weights._11277_,4.92µm
m.u_conv3.u_weights._11484_,4.92µm
m.u_conv3.u_weights._12673_,4.92µm
m.u_conv3.u_weights._13296_,4.92µm
m.u_conv3.u_weights._13351_,4.92µm
m.u_conv3.u_weights._13355_,4.92µm
m.u_conv3.u_weights._13897_,4.92µm
m.u_conv3.u_weights._13951_,4.92µm
m.u_conv3.u_weights._14739_,4.92µm
m.u_conv3.u_weights._15243_,4.92µm
m.u_conv3.u_weights._15415_,4.92µm
m.u_conv3.u_weights._15762_,4.92µm
m.u_pool1._081_,4.92µm
m.u_pool1._232_,4.92µm
m.u_pool2._170_,4.92µm
m.u_tree._0852_,4.92µm
m.u_tree._0905_,4.92µm
m.u_tree._1013_,4.92µm
m.u_tree._1241_,4.92µm
m.u_tree._1473_,4.92µm
m.u_tree._1529_,4.92µm
net1923,4.92µm
net3030,4.92µm
net3059,4.92µm
m.u_conv3.u_weights._04598_,4.905µm
m.u_conv3.u_weights._05016_,4.905µm
m.u_conv3.u_weights._10905_,4.905µm
m.u_conv3.u_weights._13514_,4.905µm
m.u_conv2._0049_,4.87µm
m.u_conv2._0208_,4.87µm
m.u_conv2._0211_,4.87µm
m.u_conv2._0303_,4.87µm
m.u_conv2._0373_,4.87µm
m.u_conv2._1234_,4.87µm
m.u_conv3.u_weights._06278_,4.87µm
net2226,4.87µm
m.u_conv3.u_weights._13418_,4.865µm
m.sram_req_conv2\[10\],4.86µm
m.u_conv1._010_,4.86µm
m.u_conv1.u_loader._078_,4.86µm
m.u_conv1.u_loader._174_,4.86µm
m.u_conv1.u_loader._260_,4.86µm
m.u_conv1.u_weights._152_,4.86µm
m.u_conv2._0501_,4.86µm
m.u_conv2._0714_,4.86µm
m.u_conv2._0935_,4.86µm
m.u_conv2._1067_,4.86µm
m.u_conv2._1334_,4.86µm
m.u_conv2._1450_,4.86µm
m.u_conv2._1502_,4.86µm
m.u_conv2.u_loader._046_,4.86µm
m.u_conv2.u_loader._128_,4.86µm
m.u_conv2.u_loader._333_,4.86µm
m.u_conv3._046_,4.86µm
m.u_conv3._089_,4.86µm
m.u_conv3._158_,4.86µm
m.u_conv3.u_weights._00001_,4.86µm
m.u_conv3.u_weights._00004_,4.86µm
m.u_conv3.u_weights._00046_,4.86µm
m.u_conv3.u_weights._00102_,4.86µm
m.u_conv3.u_weights._00346_,4.86µm
m.u_conv3.u_weights._00410_,4.86µm
m.u_conv3.u_weights._01055_,4.86µm
m.u_conv3.u_weights._01061_,4.86µm
m.u_conv3.u_weights._01591_,4.86µm
m.u_conv3.u_weights._02218_,4.86µm
m.u_conv3.u_weights._02447_,4.86µm
m.u_conv3.u_weights._02705_,4.86µm
m.u_conv3.u_weights._02896_,4.86µm
m.u_conv3.u_weights._03056_,4.86µm
m.u_conv3.u_weights._03400_,4.86µm
m.u_conv3.u_weights._03462_,4.86µm
m.u_conv3.u_weights._03920_,4.86µm
m.u_conv3.u_weights._04053_,4.86µm
m.u_conv3.u_weights._04063_,4.86µm
m.u_conv3.u_weights._04209_,4.86µm
m.u_conv3.u_weights._05217_,4.86µm
m.u_conv3.u_weights._05393_,4.86µm
m.u_conv3.u_weights._05619_,4.86µm
m.u_conv3.u_weights._06410_,4.86µm
m.u_conv3.u_weights._06968_,4.86µm
m.u_conv3.u_weights._07303_,4.86µm
m.u_conv3.u_weights._07449_,4.86µm
m.u_conv3.u_weights._07632_,4.86µm
m.u_conv3.u_weights._07894_,4.86µm
m.u_conv3.u_weights._07917_,4.86µm
m.u_conv3.u_weights._08256_,4.86µm
m.u_conv3.u_weights._08491_,4.86µm
m.u_conv3.u_weights._09004_,4.86µm
m.u_conv3.u_weights._09091_,4.86µm
m.u_conv3.u_weights._09175_,4.86µm
m.u_conv3.u_weights._10692_,4.86µm
m.u_conv3.u_weights._10901_,4.86µm
m.u_conv3.u_weights._11568_,4.86µm
m.u_conv3.u_weights._11952_,4.86µm
m.u_conv3.u_weights._11997_,4.86µm
m.u_conv3.u_weights._12386_,4.86µm
m.u_conv3.u_weights._12443_,4.86µm
m.u_conv3.u_weights._12621_,4.86µm
m.u_conv3.u_weights._13130_,4.86µm
m.u_conv3.u_weights._13426_,4.86µm
m.u_conv3.u_weights._13659_,4.86µm
m.u_conv3.u_weights._13708_,4.86µm
m.u_conv3.u_weights._13768_,4.86µm
m.u_conv3.u_weights._14127_,4.86µm
m.u_conv3.u_weights._14393_,4.86µm
m.u_conv3.u_weights._15513_,4.86µm
m.u_conv3.u_weights._15605_,4.86µm
m.u_pool1._097_,4.86µm
m.u_pool1._145_,4.86µm
m.u_tree._0088_,4.86µm
m.u_tree._0116_,4.86µm
m.u_tree._0855_,4.86µm
m.u_tree._0864_,4.86µm
m.u_tree._0974_,4.86µm
m.u_tree._1075_,4.86µm
m.u_tree._1213_,4.86µm
m.u_tree._1434_,4.86µm
m.u_tree._1519_,4.86µm
m.u_conv3.u_weights._12735_,4.82µm
m.u_conv1.conv_out0\[3\],4.81µm
m.u_conv1.u_loader._164_,4.81µm
m.u_conv1.u_weights._077_,4.81µm
m.u_conv2._0018_,4.81µm
m.u_conv2._0868_,4.81µm
m.u_conv2._0925_,4.81µm
